0.0,1.313,0.4,-0.8,0.4,-1.308,0.0,0.788,0.4,-0.8,0.4,-1.313
0.0,2.603,0.401,-0.8,0.402,-2.592,0.0,1.562,0.402,-0.8,0.398,-2.603
0.0,3.799,0.4,-0.8,0.41,-3.781,0.0,2.28,0.403,-0.8,0.397,-3.8
0.0,4.852,0.398,-0.8,0.423,-4.823,0.0,2.912,0.404,-0.8,0.396,-4.854
0.0,5.722,0.395,-0.8,0.437,-5.68,0.0,3.435,0.405,-0.8,0.395,-5.724
0.0,6.43,0.392,-0.8,0.449,-6.375,0.0,3.86,0.405,-0.8,0.395,-6.433
0.0,7.008,0.391,-0.8,0.457,-6.942,0.0,4.207,0.405,-0.8,0.394,-7.012
0.0,7.479,0.39,-0.8,0.461,-7.406,0.0,4.49,0.405,-0.8,0.394,-7.483
0.0,7.864,0.39,-0.8,0.461,-7.787,0.0,4.721,0.405,-0.8,0.395,-7.869
0.0,8.208,0.389,-0.8,0.461,-8.127,0.0,4.91,0.405,-0.8,0.395,-8.183
0.0,8.546,0.39,-0.8,0.461,-8.462,0.0,5.064,0.404,-0.8,0.395,-8.44
0.0,8.9,0.391,-0.8,0.459,-8.813,0.0,5.189,0.404,-0.8,0.396,-8.649
0.0,9.285,0.394,-0.8,0.457,-9.194,0.0,5.291,0.403,-0.8,0.397,-8.818
0.0,9.706,0.398,-0.8,0.452,-9.61,0.0,5.372,0.403,-0.8,0.397,-8.953
0.0,10.162,0.404,-0.8,0.446,-10.062,0.0,5.437,0.402,-0.8,0.398,-9.061
0.0,10.646,0.411,-0.8,0.438,-10.541,0.0,5.486,0.401,-0.8,0.399,-9.144
0.0,11.141,0.548,-1.052,0.554,-11.031,0.0,5.523,0.4,-0.8,0.4,-9.205
0.0,11.625,0.652,-1.24,0.638,-11.51,0.0,5.549,0.399,-0.8,0.401,-9.248
0.0,12.073,0.705,-1.324,0.668,-11.954,0.0,5.563,0.398,-0.8,0.402,-9.272
