-0.0,1.143,0.4,-0.8,0.4,-1.142,0.0,0.823,0.4,-0.8,0.4,-1.143
-0.002,2.263,0.401,-0.8,0.402,-2.262,0.0,1.63,0.402,-0.8,0.398,-2.263
-0.007,3.295,0.4,-0.8,0.41,-3.294,0.0,2.372,0.404,-0.8,0.396,-3.295
-0.014,4.188,0.398,-0.8,0.422,-4.188,0.0,3.016,0.405,-0.8,0.393,-4.188
-0.022,4.904,0.396,-0.8,0.437,-4.904,0.0,3.531,0.406,-0.8,0.391,-4.903
-0.029,5.466,0.393,-0.8,0.449,-5.466,0.0,3.935,0.407,-0.8,0.39,-5.465
-0.033,5.909,0.391,-0.8,0.458,-5.908,0.0,4.255,0.407,-0.8,0.389,-5.909
-0.035,6.26,0.39,-0.8,0.461,-6.259,0.0,4.507,0.407,-0.8,0.389,-6.259
-0.035,6.538,0.39,-0.8,0.462,-6.537,0.0,4.707,0.407,-0.8,0.39,-6.537
-0.035,6.78,0.39,-0.8,0.462,-6.779,0.0,4.867,0.407,-0.8,0.39,-6.759
-0.037,7.018,0.39,-0.8,0.461,-7.017,0.0,4.993,0.406,-0.8,0.39,-6.935
-0.042,7.272,0.392,-0.8,0.458,-7.271,0.0,5.095,0.405,-0.8,0.391,-7.076
-0.048,7.555,0.395,-0.8,0.452,-7.555,0.0,5.175,0.405,-0.8,0.391,-7.187
-0.057,7.876,0.4,-0.8,0.444,-7.876,0.0,5.239,0.404,-0.8,0.391,-7.276
-0.066,8.235,0.407,-0.8,0.435,-8.235,0.0,5.288,0.404,-0.8,0.391,-7.345
-0.075,8.628,0.415,-0.8,0.423,-8.628,0.0,5.326,0.403,-0.8,0.391,-7.398
-0.081,9.043,0.425,-0.8,0.411,-9.043,0.0,5.354,0.402,-0.8,0.391,-7.436
-0.085,9.464,0.591,-1.108,0.552,-9.464,0.0,5.373,0.401,-0.8,0.392,-7.462
-0.087,9.87,0.65,-1.201,0.586,-9.87,0.0,5.384,0.401,-0.8,0.392,-7.477
-0.087,10.239,0.673,-1.222,0.584,-10.239,0.0,5.386,0.4,-0.8,0.393,-7.48
-0.088,10.553,0.665,-1.182,0.552,-10.553,0.0,5.381,0.399,-0.8,0.394,-7.473
-0.089,10.797,0.612,-1.056,0.48,-10.797,0.0,5.367,0.398,-0.8,0.395,-7.455
-0.093,10.96,0.492,-0.8,0.348,-10.959,0.0,5.345,0.396,-0.8,0.396,-7.424
-0.1,11.04,0.499,-0.8,0.348,-11.039,0.0,5.314,0.395,-0.8,0.398,-7.38
-0.108,11.042,0.503,-0.8,0.352,-11.04,0.0,5.271,0.394,-0.8,0.399,-7.321
