0.0,1.166,0.4,-0.8,0.4,-1.166,0.0,0.641,0.4,-0.8,0.4,-1.166
0.0,2.31,0.398,-0.8,0.402,-2.31,0.0,1.27,0.398,-0.8,0.404,-2.31
0.0,3.367,0.397,-0.8,0.403,-3.367,0.0,1.852,0.395,-0.8,0.412,-3.367
0.0,4.29,0.396,-0.8,0.404,-4.29,0.0,2.359,0.391,-0.8,0.423,-4.289
0.0,5.04,0.395,-0.8,0.405,-5.04,0.0,2.772,0.388,-0.8,0.433,-5.039
0.0,5.641,0.394,-0.8,0.406,-5.641,0.0,3.103,0.386,-0.8,0.443,-5.639
0.0,6.123,0.394,-0.8,0.406,-6.123,0.0,3.367,0.384,-0.8,0.448,-6.119
0.0,6.509,0.394,-0.8,0.406,-6.509,0.0,3.58,0.384,-0.8,0.45,-6.505
0.0,6.821,0.394,-0.8,0.406,-6.821,0.0,3.751,0.384,-0.8,0.45,-6.816
0.0,7.093,0.395,-0.8,0.405,-7.093,0.0,3.889,0.384,-0.8,0.45,-7.067
0.0,7.35,0.394,-0.8,0.406,-7.35,0.0,4.0,0.385,-0.8,0.451,-7.269
0.0,7.6,0.392,-0.8,0.408,-7.6,0.0,4.09,0.385,-0.8,0.452,-7.431
0.0,7.845,0.387,-0.8,0.413,-7.845,0.0,4.162,0.385,-0.8,0.454,-7.561
0.0,8.083,0.38,-0.8,0.42,-8.083,0.0,4.219,0.385,-0.8,0.457,-7.663
0.0,8.311,0.37,-0.8,0.43,-8.311,0.0,4.263,0.384,-0.8,0.46,-7.743
0.0,8.519,0.358,-0.8,0.442,-8.519,0.0,4.298,0.384,-0.8,0.463,-7.804
0.0,8.696,0.488,-1.092,0.604,-8.696,0.0,4.323,0.385,-0.8,0.465,-7.849
0.0,8.832,0.54,-1.234,0.694,-8.832,0.0,4.339,0.385,-0.8,0.466,-7.879
0.0,8.917,0.546,-1.288,0.742,-8.917,0.0,4.348,0.386,-0.8,0.465,-7.895
0.0,8.943,0.521,-1.278,0.758,-8.943,0.0,4.35,0.387,-0.8,0.464,-7.899
0.0,8.909,0.463,-1.201,0.738,-8.909,0.0,4.345,0.388,-0.8,0.463,-7.889
0.0,8.817,0.344,-0.997,0.653,-8.817,0.0,4.332,0.389,-0.8,0.463,-7.865
0.0,8.673,0.228,-0.8,0.572,-8.673,0.0,4.311,0.39,-0.8,0.463,-7.827
0.0,8.487,0.213,-0.8,0.587,-8.487,0.0,4.281,0.391,-0.8,0.464,-7.772
0.0,8.269,0.2,-0.8,0.6,-8.269,0.0,4.241,0.392,-0.8,0.467,-7.698
0.0,8.029,0.191,-0.8,0.609,-8.029,0.0,4.19,0.393,-0.8,0.469,-7.603
0.0,7.775,0.185,-0.8,0.615,-7.775,0.0,4.124,0.394,-0.8,0.47,-7.482
0.0,7.511,0.182,-0.8,0.618,-7.511,0.0,4.042,0.396,-0.8,0.471,-7.332
