0.0,1.143,0.4,-0.8,0.4,-1.142,0.0,0.823,0.4,-0.8,0.4,-1.143
0.0,2.263,0.401,-0.8,0.402,-2.262,0.0,1.629,0.402,-0.8,0.398,-2.263
0.0,3.295,0.4,-0.8,0.41,-3.294,0.0,2.372,0.404,-0.8,0.396,-3.295
0.0,4.188,0.398,-0.8,0.422,-4.188,0.0,3.016,0.405,-0.8,0.393,-4.188
0.0,4.904,0.396,-0.8,0.437,-4.904,0.0,3.531,0.406,-0.8,0.391,-4.903
0.0,5.466,0.393,-0.8,0.449,-5.466,0.0,3.935,0.407,-0.8,0.39,-5.465
0.0,5.909,0.391,-0.8,0.458,-5.908,0.0,4.254,0.407,-0.8,0.389,-5.909
0.0,6.259,0.39,-0.8,0.461,-6.259,0.0,4.507,0.407,-0.8,0.389,-6.259
0.0,6.538,0.39,-0.8,0.462,-6.537,0.0,4.707,0.407,-0.8,0.39,-6.537
0.0,6.78,0.39,-0.8,0.462,-6.779,0.0,4.866,0.407,-0.8,0.39,-6.758
0.0,7.018,0.39,-0.8,0.461,-7.017,0.0,4.993,0.406,-0.8,0.39,-6.935
0.0,7.272,0.392,-0.8,0.458,-7.271,0.0,5.094,0.405,-0.8,0.391,-7.075
0.0,7.555,0.395,-0.8,0.452,-7.554,0.0,5.175,0.405,-0.8,0.391,-7.187
0.0,7.875,0.4,-0.8,0.444,-7.875,0.0,5.238,0.404,-0.8,0.391,-7.275
0.0,8.234,0.407,-0.8,0.435,-8.234,0.0,5.288,0.404,-0.8,0.391,-7.344
0.0,8.627,0.415,-0.8,0.423,-8.627,0.0,5.326,0.403,-0.8,0.391,-7.396
0.0,9.042,0.425,-0.8,0.411,-9.042,0.0,5.353,0.402,-0.8,0.391,-7.435
0.0,9.462,0.592,-1.108,0.552,-9.462,0.0,5.372,0.401,-0.8,0.392,-7.46
0.0,9.867,0.65,-1.201,0.586,-9.867,0.0,5.382,0.401,-0.8,0.392,-7.474
0.0,10.236,0.673,-1.223,0.584,-10.236,0.0,5.384,0.4,-0.8,0.393,-7.477
0.0,10.549,0.665,-1.182,0.552,-10.549,0.0,5.378,0.399,-0.8,0.394,-7.469
0.0,10.791,0.612,-1.057,0.481,-10.791,0.0,5.363,0.398,-0.8,0.395,-7.449
0.0,10.952,0.492,-0.8,0.348,-10.952,0.0,5.34,0.396,-0.8,0.396,-7.417
0.0,11.031,0.499,-0.8,0.348,-11.03,0.0,5.307,0.395,-0.8,0.398,-7.371
0.0,11.03,0.503,-0.8,0.352,-11.027,0.0,5.262,0.394,-0.8,0.399,-7.309
0.0,10.958,0.506,-0.8,0.358,-10.953,0.0,5.204,0.393,-0.8,0.4,-7.228
0.0,10.826,0.507,-0.8,0.366,-10.818,0.0,5.13,0.391,-0.8,0.402,-7.125
0.0,10.646,0.506,-0.8,0.373,-10.635,0.0,5.036,0.39,-0.8,0.403,-6.994
0.0,10.427,0.505,-0.8,0.379,-10.414,0.0,4.917,0.388,-0.8,0.405,-6.83
0.0,10.177,0.503,-0.8,0.383,-10.163,0.0,4.768,0.386,-0.8,0.407,-6.622
0.0,9.899,0.5,-0.8,0.386,-9.886,0.0,4.58,0.384,-0.8,0.41,-6.361
0.0,9.576,0.498,-0.8,0.388,-9.563,0.0,4.342,0.381,-0.8,0.412,-6.031
0.0,9.166,0.495,-0.8,0.389,-9.155,0.0,4.042,0.377,-0.8,0.415,-5.613
0.0,8.646,0.492,-0.8,0.388,-8.637,0.0,3.66,0.374,-0.8,0.418,-5.084
0.0,7.983,0.489,-0.8,0.384,-7.977,0.0,3.175,0.369,-0.8,0.421,-4.41
0.0,7.135,0.485,-0.8,0.38,-7.132,0.0,2.556,0.363,-0.8,0.426,-3.551
0.0,6.072,0.48,-0.8,0.379,-6.07,0.0,1.782,0.356,-0.8,0.431,-2.475
0.0,4.839,0.473,-0.8,0.381,-4.838,0.0,0.887,0.348,-0.8,0.439,-1.232
0.0,3.496,0.464,-0.8,0.388,-3.496,0.0,-0.085,0.339,-0.8,0.448,0.118
0.0,2.098,0.455,-0.8,0.397,-2.098,0.0,-1.094,0.329,-0.8,0.457,1.519
0.0,0.368,0.449,-0.8,0.385,-0.698,0.0,-2.913,0.315,-0.8,0.476,2.918
0.0,-0.361,0.439,-0.8,0.392,0.652,0.0,-4.257,0.304,-0.8,0.49,4.263
0.0,-1.033,0.431,-0.8,0.393,1.896,0.0,-5.493,0.292,-0.8,0.506,5.498
0.0,-1.615,0.425,-0.8,0.388,2.972,0.0,-6.559,0.281,-0.8,0.522,6.563
0.0,-2.079,0.422,-0.8,0.38,3.831,0.0,-7.409,0.272,-0.8,0.538,7.412
0.0,-2.444,0.419,-0.8,0.372,4.504,0.0,-8.074,0.264,-0.8,0.551,8.076
0.0,-2.73,0.417,-0.8,0.368,5.032,0.0,-8.596,0.259,-0.8,0.56,8.597
0.0,-2.956,0.415,-0.8,0.368,5.449,0.0,-9.007,0.255,-0.8,0.565,9.007
0.0,-3.135,0.412,-0.8,0.37,5.779,0.0,-9.331,0.252,-0.8,0.568,9.331
0.0,-3.276,0.41,-0.8,0.372,6.041,0.0,-9.609,0.251,-0.8,0.57,9.609
0.0,-3.388,0.409,-0.8,0.374,6.248,0.0,-9.857,0.25,-0.8,0.57,9.857
0.0,-3.477,0.408,-0.8,0.375,6.413,0.0,-10.072,0.251,-0.8,0.569,10.072
0.0,-3.547,0.407,-0.8,0.376,6.543,0.0,-10.247,0.253,-0.8,0.565,10.247
0.0,-3.603,0.406,-0.8,0.377,6.645,0.0,-10.372,0.258,-0.8,0.559,10.373
0.0,-3.646,0.405,-0.8,0.377,6.725,0.0,-10.437,0.265,-0.8,0.55,10.438
0.0,-3.678,0.405,-0.8,0.377,6.785,0.0,-10.429,0.274,-0.8,0.54,10.431
0.0,-3.702,0.405,-0.8,0.378,6.829,0.0,-10.342,0.284,-0.8,0.529,10.344
0.0,-3.718,0.404,-0.8,0.378,6.859,0.0,-10.172,0.296,-0.8,0.516,10.174
0.0,-3.727,0.404,-0.8,0.378,6.875,0.0,-9.922,0.349,-0.88,0.543,9.924
0.0,-3.729,0.404,-0.8,0.378,6.878,0.0,-9.601,0.448,-1.054,0.617,9.603
0.0,-3.724,0.404,-0.8,0.378,6.869,0.0,-9.224,0.469,-1.069,0.612,9.226
0.0,-3.712,0.404,-0.8,0.377,6.847,0.0,-8.811,0.436,-0.976,0.552,8.813
0.0,-3.692,0.405,-0.8,0.374,6.809,0.0,-8.382,0.359,-0.8,0.452,8.385
0.0,-3.664,0.406,-0.8,0.368,6.756,0.0,-7.958,0.369,-0.8,0.441,7.961
0.0,-3.626,0.408,-0.8,0.361,6.683,0.0,-7.553,0.378,-0.8,0.431,7.556
0.0,-3.577,0.41,-0.8,0.353,6.589,0.0,-7.177,0.385,-0.8,0.422,7.181
0.0,-3.513,0.411,-0.8,0.345,6.469,0.0,-6.834,0.391,-0.8,0.415,6.838
0.0,-3.433,0.413,-0.8,0.339,6.318,0.0,-6.519,0.394,-0.8,0.41,6.524
0.0,-3.33,0.414,-0.8,0.336,6.128,0.0,-6.223,0.396,-0.8,0.408,6.227
0.0,-3.201,0.414,-0.8,0.334,5.889,0.0,-5.926,0.397,-0.8,0.407,5.931
0.0,-3.038,0.414,-0.8,0.333,5.588,0.0,-5.605,0.397,-0.8,0.406,5.61
0.0,-2.832,0.414,-0.8,0.333,5.207,0.0,-5.222,0.397,-0.8,0.406,5.227
0.0,-2.57,0.414,-0.8,0.334,4.724,0.0,-4.737,0.397,-0.8,0.406,4.742
0.0,-2.237,0.414,-0.8,0.335,4.109,0.0,-4.12,0.397,-0.8,0.407,4.125
0.0,-1.812,0.413,-0.8,0.337,3.326,0.0,-3.333,0.397,-0.8,0.407,3.338
0.0,-1.269,0.413,-0.8,0.34,2.325,0.0,-2.328,0.397,-0.8,0.407,2.333
0.0,-0.589,0.412,-0.8,0.342,1.071,0.0,-1.069,0.397,-0.8,0.407,1.074
0.0,0.196,0.412,-0.8,0.344,-0.38,0.0,0.387,0.397,-0.8,0.407,-0.381
0.0,1.048,0.412,-0.8,0.344,-1.953,0.0,1.965,0.397,-0.8,0.407,-1.959
0.0,1.143,0.4,-0.8,0.4,-1.142,0.0,0.823,0.4,-0.8,0.4,-1.143
